Zip,City,State,County,population,weight
93190,Santa Barbara,CA,Santa Barbara,58431,0.00012755162545130438
93199,Goleta,CA,Santa Barbara,58431,0.00012755162545130438
93254,New Cuyama,CA,Santa Barbara,858,1.8729663130396392e-06
93427,Buellton,CA,Santa Barbara,6071,1.3252655578628963e-05
93429,Casmalia,CA,Santa Barbara,111,2.4230683070792535e-07
93434,Guadalupe,CA,Santa Barbara,7350,1.6044641492822086e-05
93436,Lompoc,CA,Santa Barbara,56406,0.00012313116299920033
93437,Lompoc,CA,Santa Barbara,3379,7.3761691978565745e-06
93438,Lompoc,CA,Santa Barbara,3379,7.3761691978565745e-06
93440,Los Alamos,CA,Santa Barbara,1648,3.5974924054654143e-06
93441,Los Olivos,CA,Santa Barbara,1013,2.211322698262418e-06
93454,Santa Maria,CA,Santa Barbara,40604,8.863627526184325e-05
93455,Santa Maria,CA,Santa Barbara,45116,9.84857204884573e-05
93456,Santa Maria,CA,Santa Barbara,45116,9.84857204884573e-05
93457,Santa Maria,CA,Santa Barbara,45116,9.84857204884573e-05
93458,Santa Maria,CA,Santa Barbara,57369,0.00012523333847642314
93460,Santa Ynez,CA,Santa Barbara,4929,1.0759733050084362e-05
93463,Solvang,CA,Santa Barbara,8025,1.7518128976856766e-05
93464,Solvang,CA,Santa Barbara,8025,1.7518128976856766e-05
94022,Los Altos,CA,Santa Clara,19378,4.230109698610971e-05
94023,Los Altos,CA,Santa Clara,19378,4.230109698610971e-05
94024,Los Altos,CA,Santa Clara,23961,5.2305531266599996e-05
94035,Mountain View,CA,Santa Clara,22710,4.957466779618905e-05
94039,Mountain View,CA,Santa Clara,3687,8.048516079460548e-06
94040,Mountain View,CA,Santa Clara,35845,7.824764276329356e-05
94041,Mountain View,CA,Santa Clara,14394,3.142130199288178e-05
94042,Mountain View,CA,Santa Clara,14394,3.142130199288178e-05
94043,Mountain View,CA,Santa Clara,31488,6.873655392190228e-05
94085,Sunnyvale,CA,Santa Clara,23612,5.154368366374355e-05
94086,Sunnyvale,CA,Santa Clara,49630,0.00010833953160391293
94087,Sunnyvale,CA,Santa Clara,57219,0.00012490589681330433
94088,Sunnyvale,CA,Santa Clara,57219,0.00012490589681330433
94089,Sunnyvale,CA,Santa Clara,22313,4.870803886113458e-05
94301,Palo Alto,CA,Santa Clara,17191,3.752699753783734e-05
94302,Palo Alto,CA,Santa Clara,17191,3.752699753783734e-05
94304,Palo Alto,CA,Santa Clara,3902,8.517849129930853e-06
94305,Stanford,CA,Santa Clara,15730,3.4337715739060054e-05
94306,Palo Alto,CA,Santa Clara,27549,6.0137935848402127e-05
94309,Palo Alto,CA,Santa Clara,27549,6.0137935848402127e-05
95002,Alviso,CA,Santa Clara,2146,4.68459872701989e-06
95008,Campbell,CA,Santa Clara,46513,0.00010153529384430389
95009,Campbell,CA,Santa Clara,46513,0.00010153529384430389
95011,Campbell,CA,Santa Clara,9030,1.9711988119752848e-05
95013,Coyote,CA,Santa Clara,77,1.6808672040099326e-07
95014,Cupertino,CA,Santa Clara,62430,0.00013628122019005207
95015,Cupertino,CA,Santa Clara,62430,0.00013628122019005207
95020,Gilroy,CA,Santa Clara,63852,0.00013938536715641848
95021,Gilroy,CA,Santa Clara,63852,0.00013938536715641848
95026,Holy City,CA,Santa Clara,52646,0.00011492329197702197
95030,Los Gatos,CA,Santa Clara,13288,2.9006965463485695e-05
95031,Los Gatos,CA,Santa Clara,13288,2.9006965463485695e-05
95032,Los Gatos,CA,Santa Clara,26281,5.7369962322837715e-05
95033,Los Gatos,CA,Santa Clara,9597,2.094971760634198e-05
95035,Milpitas,CA,Santa Clara,77562,0.00016931353516547843
95036,Milpitas,CA,Santa Clara,77562,0.00016931353516547843
95037,Morgan Hill,CA,Santa Clara,51652,0.0001127534452227546
95038,Morgan Hill,CA,Santa Clara,51652,0.0001127534452227546
95042,New Almaden,CA,Santa Clara,353,7.705793805396185e-07
95044,Redwood Estates,CA,Santa Clara,732,1.597915316019832e-06
95046,San Martin,CA,Santa Clara,6025,1.3152240135272526e-05
95050,Santa Clara,CA,Santa Clara,39452,8.612152328909073e-05
95051,Santa Clara,CA,Santa Clara,58123,0.00012687927856970042
95052,Santa Clara,CA,Santa Clara,58123,0.00012687927856970042
95053,Santa Clara,CA,Santa Clara,3678,8.028869579673418e-06
95054,Santa Clara,CA,Santa Clara,24264,5.296696342610001e-05
95055,Santa Clara,CA,Santa Clara,24264,5.296696342610001e-05
95056,Santa Clara,CA,Santa Clara,24264,5.296696342610001e-05
95070,Saratoga,CA,Santa Clara,31308,6.83436239261597e-05
95071,Saratoga,CA,Santa Clara,31308,6.83436239261597e-05
95101,San Jose,CA,Santa Clara,86703,0.00018926783011593922
95103,San Jose,CA,Santa Clara,86703,0.00018926783011593922
95106,San Jose,CA,Santa Clara,86703,0.00018926783011593922
95108,San Jose,CA,Santa Clara,86703,0.00018926783011593922
95109,San Jose,CA,Santa Clara,86703,0.00018926783011593922
95110,San Jose,CA,Santa Clara,20203,4.410202613326321e-05
95111,San Jose,CA,Santa Clara,62392,0.00013619826830206196
95112,San Jose,CA,Santa Clara,61060,0.00013329058633356687
95113,San Jose,CA,Santa Clara,1939,4.232729231915921e-06
95115,San Jose,CA,Santa Clara,1939,4.232729231915921e-06
95116,San Jose,CA,Santa Clara,56481,0.00012329488383075975
95117,San Jose,CA,Santa Clara,29592,6.459769130008043e-05
95118,San Jose,CA,Santa Clara,32560,7.107667034099144e-05
95119,San Jose,CA,Santa Clara,10472,2.2859793974535084e-05
95120,San Jose,CA,Santa Clara,37774,8.245854255100155e-05
95121,San Jose,CA,Santa Clara,38102,8.317454832102137e-05
95122,San Jose,CA,Santa Clara,57780,0.00012613052863336873
95123,San Jose,CA,Santa Clara,67186,0.0001466633038553394
95124,San Jose,CA,Santa Clara,51170,0.0001117012660119328
95125,San Jose,CA,Santa Clara,53574,0.00011694906439951706
95126,San Jose,CA,Santa Clara,35988,7.855980381546683e-05
95127,San Jose,CA,Santa Clara,65686,0.0001433888872241512
95128,San Jose,CA,Santa Clara,37665,8.222060160913521e-05
95129,San Jose,CA,Santa Clara,39828,8.694231039130857e-05
95130,San Jose,CA,Santa Clara,14863,3.244510292623328e-05
95131,San Jose,CA,Santa Clara,31170,6.804237759609039e-05
95132,San Jose,CA,Santa Clara,41844,9.134312634362549e-05
95133,San Jose,CA,Santa Clara,28726,6.270726143167445e-05
95134,San Jose,CA,Santa Clara,27224,5.942847891164468e-05
95135,San Jose,CA,Santa Clara,22358,4.8806271360070224e-05
95136,San Jose,CA,Santa Clara,47599,0.00010390597148528413
95138,San Jose,CA,Santa Clara,20766,4.533102384216917e-05
95139,San Jose,CA,Santa Clara,7293,1.5920213660836934e-05
95140,Mount Hamilton,CA,Santa Clara,115,2.5103860839109384e-07
95141,San Jose,CA,Santa Clara,115,2.5103860839109384e-07
95148,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95150,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95151,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95152,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95153,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95154,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95155,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95156,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95157,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95158,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95159,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95160,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95161,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95164,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95170,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95172,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95173,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95190,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95191,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95192,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95193,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95194,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95196,San Jose,CA,Santa Clara,48854,0.00010664556673337825
95001,Aptos,CA,Santa Cruz,1342,2.9295114127030255e-06
95003,Aptos,CA,Santa Cruz,24837,5.4217790579213896e-05
95005,Ben Lomond,CA,Santa Cruz,7710,1.683050148430725e-05
95006,Boulder Creek,CA,Santa Cruz,9238,2.016604055927761e-05
95007,Brookdale,CA,Santa Cruz,681,1.486585150559434e-06
95010,Capitola,CA,Santa Cruz,9030,1.9711988119752848e-05
95017,Davenport,CA,Santa Cruz,603,1.3163154857376485e-06
95018,Felton,CA,Santa Cruz,7060,1.541158761079237e-05
95019,Freedom,CA,Santa Cruz,7703,1.6815220873361702e-05
95041,Mount Hermon,CA,Santa Cruz,353,7.705793805396185e-07
95060,Santa Cruz,CA,Santa Cruz,47367,0.00010339952837966037
95061,Santa Cruz,CA,Santa Cruz,47367,0.00010339952837966037
95062,Santa Cruz,CA,Santa Cruz,38028,8.301301043388275e-05
95063,Santa Cruz,CA,Santa Cruz,38028,8.301301043388275e-05
95064,Santa Cruz,CA,Santa Cruz,10299,2.2482144589738046e-05
95065,Santa Cruz,CA,Santa Cruz,8355,1.8238500635718164e-05
95066,Scotts Valley,CA,Santa Cruz,15217,3.3217865251193696e-05
95067,Scotts Valley,CA,Santa Cruz,15217,3.3217865251193696e-05
95073,Soquel,CA,Santa Cruz,10949,2.3901058463252926e-05
95076,Watsonville,CA,Santa Cruz,86703,0.00018926783011593922
95077,Watsonville,CA,Santa Cruz,86703,0.00018926783011593922
96001,Redding,CA,Shasta,34571,7.546657157120439e-05
96002,Redding,CA,Shasta,33901,7.400399880927367e-05
96003,Redding,CA,Shasta,44475,9.708645311472956e-05
96007,Anderson,CA,Shasta,23106,5.0439113786822734e-05
96008,Bella Vista,CA,Shasta,1328,2.8989501908119358e-06
96011,Big Bend,CA,Shasta,162,3.536369961683235e-07
96013,Burney,CA,Shasta,4810,1.0499962664010099e-05
96016,Cassel,CA,Shasta,375,8.186041577970451e-07
96017,Castella,CA,Shasta,152,3.318075519604023e-07
96019,Shasta Lake,CA,Shasta,10111,2.2071751038629128e-05
96022,Cottonwood,CA,Shasta,16442,3.5891972166664044e-05
96028,Fall River Mills,CA,Shasta,1359,2.9666214678564915e-06
96033,French Gulch,CA,Shasta,500,1.0914722103960602e-06
96040,Hat Creek,CA,Shasta,178,3.885641069009974e-07
96047,Igo,CA,Shasta,851,1.8576857020940944e-06
96049,Redding,CA,Shasta,87,1.8991616460891447e-07
96051,Lakehead,CA,Shasta,1351,2.9491579124901545e-06
96056,Mcarthur,CA,Shasta,1572,3.431588629485213e-06
96062,Millville,CA,Shasta,1007,2.198225031737665e-06
96065,Montgomery Creek,CA,Shasta,359,7.836770470643712e-07
96069,Oak Run,CA,Shasta,828,1.8074779804158756e-06
96070,Obrien,CA,Shasta,828,1.8074779804158756e-06
96071,Old Station,CA,Shasta,49,1.069642766188139e-07
96073,Palo Cedro,CA,Shasta,3939,8.598618073500163e-06
96076,Platina,CA,Shasta,200,4.3658888415842406e-07
96079,Shasta Lake,CA,Shasta,200,4.3658888415842406e-07
96084,Round Mountain,CA,Shasta,458,9.99788544722791e-07
96087,Shasta,CA,Shasta,589,1.2857542638465589e-06
96088,Shingletown,CA,Shasta,4419,9.64643139548038e-06
96089,Shasta Lake,CA,Shasta,4419,9.64643139548038e-06
96095,Whiskeytown,CA,Shasta,6556,1.431138362271314e-05
96096,Whitmore,CA,Shasta,732,1.597915316019832e-06
96099,Redding,CA,Shasta,9647,2.1058864827381584e-05
95910,Alleghany,CA,Sierra,65,1.4189138735148782e-07
95936,Downieville,CA,Sierra,114,2.488556639703017e-07
95944,Goodyears Bar,CA,Sierra,29,6.330538820297149e-08
96118,Loyalton,CA,Sierra,1808,3.9467635127921535e-06
96124,Calpine,CA,Sierra,329,7.181887144406076e-07
96125,Sierra City,CA,Sierra,184,4.0166177342575014e-07
96126,Sierraville,CA,Sierra,103,2.248432753415884e-07
95568,Somes Bar,CA,Siskiyou,253,5.522849384604064e-07
96014,Callahan,CA,Siskiyou,145,3.1652694101485744e-07
96023,Dorris,CA,Siskiyou,1114,2.431800084762422e-06
96025,Dunsmuir,CA,Siskiyou,1957,4.2720222314901794e-06
96027,Etna,CA,Siskiyou,2416,5.273993720633763e-06
96031,Forks Of Salmon,CA,Siskiyou,136,2.9688044122772836e-07
96032,Fort Jones,CA,Siskiyou,2510,5.479190496188222e-06
96034,Gazelle,CA,Siskiyou,236,5.151748833069404e-07
96037,Greenview,CA,Siskiyou,335,7.312863809653603e-07
96038,Grenada,CA,Siskiyou,827,1.8052950359950835e-06
96039,Happy Camp,CA,Siskiyou,907,1.979930589658453e-06
96044,Hornbrook,CA,Siskiyou,931,2.032321255757464e-06
96050,Klamath River,CA,Siskiyou,418,9.124707678911063e-07
96057,Mccloud,CA,Siskiyou,1299,2.8356448026089643e-06
96058,Macdoel,CA,Siskiyou,686,1.4974998726633945e-06
96064,Montague,CA,Siskiyou,4769,1.0410461942757623e-05
96067,Mount Shasta,CA,Siskiyou,6910,1.5084145947673551e-05
96085,Scott Bar,CA,Siskiyou,85,1.8555027576733023e-07
96086,Seiad Valley,CA,Siskiyou,309,6.745298260247652e-07
96094,Weed,CA,Siskiyou,6556,1.431138362271314e-05
96097,Yreka,CA,Siskiyou,9647,2.1058864827381584e-05
96134,Tulelake,CA,Siskiyou,1918,4.186887399079287e-06
94510,Benicia,CA,Solano,28262,6.169437522042691e-05
94512,Birds Landing,CA,Solano,16,3.4927110732673925e-08
94533,Fairfield,CA,Solano,75635,0.00016510700126661204
94534,Fairfield,CA,Solano,38444,8.392111531293227e-05
94535,Travis Afb,CA,Solano,3857,8.419616630995209e-06
94571,Rio Vista,CA,Solano,9784,2.1357928213030105e-05
94585,Suisun City,CA,Solano,29599,6.461297191102597e-05
94589,Vallejo,CA,Solano,30668,6.694653949685274e-05
94590,Vallejo,CA,Solano,37377,8.159191361594708e-05
94591,Vallejo,CA,Solano,55334,0.00012079104658011119
94592,Vallejo,CA,Solano,1087,2.3728605854010348e-06
95620,Dixon,CA,Solano,21854,4.7706067371990996e-05
95625,Elmira,CA,Solano,67,1.4625727619307206e-07
95687,Vacaville,CA,Solano,68069,0.00014859084377889884
95688,Vacaville,CA,Solano,37227,8.126447195282826e-05
95696,Vacaville,CA,Solano,40857,8.918856020030367e-05
94922,Bodega,CA,Sonoma,603,1.3163154857376485e-06
94923,Bodega Bay,CA,Sonoma,846,1.8467709799901338e-06
94926,Rohnert Park,CA,Sonoma,9866,2.153692965553506e-05
94927,Rohnert Park,CA,Sonoma,9866,2.153692965553506e-05
94928,Rohnert Park,CA,Sonoma,44103,9.627439779019489e-05
94931,Cotati,CA,Sonoma,8601,1.8775504963233028e-05
94951,Penngrove,CA,Sonoma,4571,9.978238947440783e-06
94952,Petaluma,CA,Sonoma,36184,7.898766092194209e-05
94953,Petaluma,CA,Sonoma,36184,7.898766092194209e-05
94954,Petaluma,CA,Sonoma,38414,8.385562698030851e-05
94955,Petaluma,CA,Sonoma,38414,8.385562698030851e-05
94972,Valley Ford,CA,Sonoma,23,5.020772167821877e-08
94975,Petaluma,CA,Sonoma,1342,2.9295114127030255e-06
94999,Petaluma,CA,Sonoma,1342,2.9295114127030255e-06
95401,Santa Rosa,CA,Sonoma,38986,8.510427118900161e-05
95402,Santa Rosa,CA,Sonoma,38986,8.510427118900161e-05
95403,Santa Rosa,CA,Sonoma,45355,9.900744420502663e-05
95404,Santa Rosa,CA,Sonoma,40474,8.835249248714029e-05
95405,Santa Rosa,CA,Sonoma,21448,4.6819791937149396e-05
95406,Santa Rosa,CA,Sonoma,21448,4.6819791937149396e-05
95407,Santa Rosa,CA,Sonoma,42483,9.273802782851165e-05
95409,Santa Rosa,CA,Sonoma,27312,5.962057802067439e-05
95412,Annapolis,CA,Sonoma,402,8.775436571584324e-07
95416,Boyes Hot Springs,CA,Sonoma,1262,2.754875859039656e-06
95419,Camp Meeker,CA,Sonoma,389,8.491653796881348e-07
95421,Cazadero,CA,Sonoma,1681,3.6695295713515542e-06
95425,Cloverdale,CA,Sonoma,10586,2.3108649638505387e-05
95430,Duncans Mills,CA,Sonoma,7,1.5280610945544842e-08
95431,Eldridge,CA,Sonoma,196,4.278571064752556e-07
95433,El Verano,CA,Sonoma,519,1.1329481543911104e-06
95436,Forestville,CA,Sonoma,6352,1.3866062960871548e-05
95439,Fulton,CA,Sonoma,774,1.6895989816931011e-06
95441,Geyserville,CA,Sonoma,2053,4.481584895886223e-06
95442,Glen Ellen,CA,Sonoma,3136,6.845713703604089e-06
95444,Graton,CA,Sonoma,715,1.560805260866366e-06
95446,Guerneville,CA,Sonoma,5100,1.1133016546039814e-05
95448,Healdsburg,CA,Sonoma,17482,3.816223436428785e-05
95450,Jenner,CA,Sonoma,298,6.505174373960519e-07
95452,Kenwood,CA,Sonoma,970,2.1174560881683567e-06
95462,Monte Rio,CA,Sonoma,1265,2.761424692302032e-06
95465,Occidental,CA,Sonoma,2104,4.592915061346621e-06
95471,Rio Nido,CA,Sonoma,470,1.0259838777722965e-06
95472,Sebastopol,CA,Sonoma,30762,6.715173627240721e-05
95473,Sebastopol,CA,Sonoma,30762,6.715173627240721e-05
95476,Sonoma,CA,Sonoma,36792,8.03148911297837e-05
95480,Stewarts Point,CA,Sonoma,36792,8.03148911297837e-05
95486,Villa Grande,CA,Sonoma,73,1.5935494271782478e-07
95487,Vineburg,CA,Sonoma,73,1.5935494271782478e-07
95492,Windsor,CA,Sonoma,29920,6.531369707010024e-05
95497,The Sea Ranch,CA,Sonoma,1161,2.5343984725396517e-06
95307,Ceres,CA,Stanislaus,44736,9.76562016085563e-05
95313,Crows Landing,CA,Stanislaus,1225,2.6741069154703474e-06
95316,Denair,CA,Stanislaus,6616,1.4442360287960668e-05
95319,Empire,CA,Stanislaus,1529,3.337722019391152e-06
95323,Hickman,CA,Stanislaus,1222,2.667558082207971e-06
95326,Hughson,CA,Stanislaus,9888,2.1584954432792486e-05
95328,Keyes,CA,Stanislaus,4518,9.8625428931388e-06
95329,La Grange,CA,Stanislaus,2685,5.861205769826843e-06
95350,Modesto,CA,Stanislaus,53098,0.00011590998285522001
95351,Modesto,CA,Stanislaus,50079,0.00010931967364884859
95352,Modesto,CA,Stanislaus,50079,0.00010931967364884859
95353,Modesto,CA,Stanislaus,50079,0.00010931967364884859
95354,Modesto,CA,Stanislaus,24743,5.401259380365943e-05
95355,Modesto,CA,Stanislaus,59028,0.0001288548432705173
95356,Modesto,CA,Stanislaus,32842,7.169226066765482e-05
95357,Modesto,CA,Stanislaus,11322,2.4715296732208388e-05
95358,Modesto,CA,Stanislaus,33345,7.279028171131325e-05
95360,Newman,CA,Stanislaus,13029,2.8441582858500536e-05
95361,Oakdale,CA,Stanislaus,34558,7.543819329373409e-05
95363,Patterson,CA,Stanislaus,26900,5.872120491930804e-05
95367,Riverbank,CA,Stanislaus,25162,5.492724751597133e-05
95368,Salida,CA,Stanislaus,14520,3.169635298990159e-05
95380,Turlock,CA,Stanislaus,42672,9.315060432404136e-05
95381,Turlock,CA,Stanislaus,42672,9.315060432404136e-05
95382,Turlock,CA,Stanislaus,38343,8.370063792643227e-05
95386,Waterford,CA,Stanislaus,10587,2.3110832582926177e-05
95387,Westley,CA,Stanislaus,710,1.5498905387624054e-06
95397,Modesto,CA,Stanislaus,16562,3.61539254971591e-05
95659,Nicolaus,CA,Sutter,861,1.8795151463020156e-06
95668,Pleasant Grove,CA,Sutter,743,1.6219277046485454e-06
95674,Rio Oso,CA,Sutter,913,1.993028256183206e-06
95676,Robbins,CA,Sutter,607,1.325047263420817e-06
95953,Live Oak,CA,Sutter,10942,2.3885777852307382e-05
95957,Meridian,CA,Sutter,888,1.938454645663403e-06
95982,Sutter,CA,Sutter,3229,7.0487275347377565e-06
95991,Yuba City,CA,Sutter,40684,8.881091081550662e-05
95992,Yuba City,CA,Sutter,40684,8.881091081550662e-05
95993,Yuba City,CA,Sutter,36962,8.068599168131835e-05
96021,Corning,CA,Tehama,16228,3.542482206061453e-05
96029,Flournoy,CA,Tehama,195,4.2567416205446346e-07
96035,Gerber,CA,Tehama,3731,8.144565633975402e-06
96055,Los Molinos,CA,Tehama,3914,8.544044462980359e-06
96059,Manton,CA,Tehama,599,1.30758370805448e-06
96061,Mill Creek,CA,Tehama,19,4.1475943995050286e-08
96063,Mineral,CA,Tehama,292,6.374197708712991e-07
96074,Paskenta,CA,Tehama,174,3.7983232921782893e-07
96075,Paynes Creek,CA,Tehama,331,7.225546032821918e-07
96078,Proberta,CA,Tehama,200,4.3658888415842406e-07
96080,Red Bluff,CA,Tehama,28487,6.218553771510514e-05
96090,Tehama,CA,Tehama,445,9.714102672524935e-07
